Name,Email,Phone Number,"Origin (City, State)",Website URL,Category,Verified Status
Cupcakes Bakery & Deli LLC,,(509) 302-0364,"Kennewick, WA",https://cupcakesbakery.com/,undefined,CLAIMED
"Karen's Edible Creations, Inc",,(276) 935-5299,"Grundy, VA",https://karensediblecreations.com/,undefined,CLAIMED
Red Barn,,5735647977,"Montgomery City, MO",,Night Clubs,CLAIMED
Papa Jimmie's,,(419) 639-3700,"Green Springs, OH",,undefined,CLAIMED
Lorraine Mimms,,240-330-9876,"Clinton, MD",,Caterers,CLAIMED
Elcho Ice Cream Shop,,715 275 5252,"Elcho, WI",,undefined,CLAIMED
Shirley's Shack,,3346995888,"Dothan, AL",,Restaurants,CLAIMED
Torchy's Tacos,,5124948226,"Austin, TX",https://torchystacos.com/,Restaurants,CLAIMED
Scarbrough Management Corporation,,(925) 866-8424,"San Ramon, CA",,Chain Fast Food Restaurants,CLAIMED
Bobby Ks Roadside Cafe,,804-224-7578,"Oak Grove, VA",https://bobbyks.com/,Cafes,CLAIMED
Belmont Cafe,,,"Waymart, PA",,undefined,CLAIMED
Bout Time Pub & Grub,,(801) 456-4252,"Salt Lake City, UT",https://bouttimepub.com/,undefined,CLAIMED
J & J Tavern,,9107641900,"Fayetteville, NC",,Pubs,CLAIMED
Morgansconcreterestoration,,9376033515,"Yellow Springs, OH",,Restaurants,CLAIMED
McAlister's Deli,,(210) 680-1369,"San Antonio, TX",https://www.mcalisters.com/,Restaurants,CLAIMED
Chef's Station,,(847) 570-9821,"Evanston, IL",https://chefsstation.com/,undefined,CLAIMED
Southern Kitchen Inc,,(540) 740-3514,"New Market, VA",,undefined,CLAIMED
Sohan Events,,(646) 461-2871,"Queensbury, NY",,Caterers,CLAIMED
Trio Cafe LLC,,2486450057,"Bingham Farms, MI",https://triocafe.com/,Cafes,CLAIMED
Pete's Walk-In,,(715) 732-9569,"Marinette, WI",,undefined,CLAIMED
Hungry Howie's,,(602)840-6100,"Phoenix, AZ",https://www.hungryhowies.com/,Restaurants,CLAIMED
Stonequarry Lounge,,(219) 762-5812,"Portage, IN",,undefined,CLAIMED
"Aso Sushi, Inc.",,(913) 888-8878,"Lenexa, KS",https://asosushi.com/,Japanese Restaurants,CLAIMED
Frosty Treat,,,"Jenison, MI",,Ice Cream Parlors,CLAIMED
"Jmc Holdings, Ltd",,,"Middletown, NY",,Chain Pizzerias,CLAIMED
Taco Bell,,7185373351,"Bronx, NY",https://www.tacobell.com/,Chain Fast Food Restaurants,CLAIMED
Popeye's Chicken & Biscuits,,3615788254,"Victoria, TX",https://www.popeyes.com/,Restaurants,CLAIMED
Bayview Bar & Grill,,3205323936,"Onamia, MN",https://bayviewbar.com/,Grills (Eating Places),CLAIMED
Saljo Pizza,,8174606082,"Pantego, TX",https://saljopizza.com/,Pizza,CLAIMED
Empire Ice Cream Inc,,(212) 951-7275,"New York, NY",,undefined,CLAIMED
"GF Gourmet Food, Inc.",,(505) 363-1761,"Albuquerque, NM",,undefined,CLAIMED
Roadhouse Wilmington Vermont,,(802) 464-5017,"Wilmington, VT",https://roadhousevt.com/,undefined,CLAIMED
Santa Maria's Steak & Seafood,,9126544931,"Glennville, GA",https://santamarias.com/,Steak Restaurants,CLAIMED
McAlister's Deli,,(575) 522-3287,"Las Cruces, NM",https://www.mcalisters.com/,Restaurants,CLAIMED
Monorom Cambodian Restaurant,,(562) 434-1919,"Long Beach, CA",https://monorom.com/,undefined,CLAIMED
Frankie's East Side Gourmet Pizza,,5167562753,"Farmingdale, NY",https://frankiespizza.com/,undefined,CLAIMED
Pizza 9,,(505)293-6463,"Albuquerque, NM",https://pizza9.com/,Pizza,CLAIMED
Garr's Bar & Grill,,8126782491,"Dubois, IN",https://garrsbar.com/,Restaurants,CLAIMED
Boxcar Vape,,(205) 908-6681,"Birmingham, AL",https://boxcarvape.com/,Bars and Lounges,CLAIMED
Isabella's Bella Cucina,,407-267-6033,"Orlando, FL",https://isabellasbellacucina.com/,undefined,CLAIMED
Freight Station - Oven Works,,7409226700,"Uhrichsville, OH",https://freightstationovenworks.com/,Pizza,CLAIMED
Sneakers Pub & Grill,,(650) 802-0177,"San Carlos, CA",https://sneakerspub.com/,undefined,CLAIMED
"1628 restaurants, inc",,(919) 669-8889,"Cary, NC",https://1628restaurants.com/,undefined,CLAIMED
Fountainhead Taproom,,423-541-6355,"Chattanooga, TN",https://fountainheadtaproom.com/,undefined,CLAIMED
Luca Eats,,(504) 866-1166,"New Orleans, LA",https://lucaeats.com/,Cafes,CLAIMED
I Love Ice Cream,,(573) 855-5663,"Saint Robert, MO",https://iloveicecream.com/,Ice Cream Parlors,CLAIMED
The Dixie,,(605) 691-0866,"Brookings, SD",https://thedixie.com/,undefined,CLAIMED
Tre Amici Modern Italian Bar & Restaurant,,732-571-8922,"Long Branch, NJ",https://treamici.com/,Restaurants,CLAIMED
Far Bar,,(213)617-9990,"Los Angeles, CA",https://farbar.com/,Restaurants,CLAIMED
Pearblossom Subs,,661 492-8190,"Pearblossom, CA",https://pearblossomsubs.com/,Restaurants,CLAIMED
Pescados,,(804) 379-7121,"Midlothian, VA",https://pescados.com/,undefined,CLAIMED
Pizza Per Tutti,,(818) 760-4030,"North Hollywood, CA",https://pizzapertutti.com/,undefined,CLAIMED
Port City Java,,910-256-0993,"Wilmington, NC",https://portcityjava.com/,undefined,CLAIMED
Kaurs Kitchen,,(206) 683-1142,"Renton, WA",https://kaurskitchen.com/,undefined,CLAIMED
An Loi,,410-381-3188,"Columbia, MD",https://anloi.com/,Restaurants,CLAIMED
J Wong's Asian Bistro,,8013500888,"Salt Lake City, UT",https://jwongs.com/,Restaurants,CLAIMED
Hughie's Taco House,,(218) 387-3382,"Grand Marais, MN",https://hughiestaco.com/,undefined,CLAIMED
Murray's Dawgs and Hot Dog Catering,,(615) 973-5577,"Franklin, TN",https://murraysdawgs.com/,undefined,CLAIMED
Pit Stop BBQ,,(606) 889-6462,"East Point, KY",https://pitstopbbq.com/,undefined,CLAIMED
M & M Chicken & Fish,,(614) 252-3674,"Columbus, OH",https://mandmchicken.com/,undefined,CLAIMED
Novu Restaurant LLC,,9736943500,"Wayne, NJ",https://novurestaurant.com/,Restaurants,CLAIMED
Cafe Vin,,(254) 826-3011,"West, TX",https://cafevin.com/,undefined,CLAIMED
Mickey & Bill's Pizza,,3172416019,"Indianapolis, IN",https://mickeyandbills.com/,Pizza,CLAIMED
Pickett's Pub,,5152709806,"Johnston, IA",https://pickettspub.com/,Cocktail Lounges,CLAIMED
Jeremiahs Catering & Cooking Studio,,9738012010,"Lake Hiawatha, NJ",https://jeremiahs.com/,Caterers,CLAIMED
T-MANS BBQ,,(937)710-0360,"Sidney, OH",https://tmansbbq.com/,undefined,CLAIMED
Clarke's Standard,,706-850-5152,"Athens, GA",https://clarkestandard.com/,American Restaurants,CLAIMED
City Noodle and Grill,,951-302-8999,"Temecula, CA",https://citynoodle.com/,Thai Restaurants,CLAIMED
Maui Mike's,,8086225900,"Wahiawa, HI",https://mauimikes.com/,Contract Food Services,CLAIMED
Snap Kitchen,,(512) 383-5646,"Austin, TX",https://snapkitchen.com/,undefined,CLAIMED
Dragon Entertainment LLC,,(804)767-6168,"Richmond, VA",https://dragonentertainment.com/,undefined,CLAIMED
Bossy's Catering Service Inc,,5084782809,"Medway, MA",https://bossyscatering.com/,Caterers,CLAIMED
Red Vespa,,(319) 624-2080,"Solon, IA",https://redvespa.com/,Italian Restaurants,CLAIMED
Sandwich Express,,(516) 513-1181,"Plainview, NY",,undefined,CLAIMED
Aracri Pizzeria,,614-754-7925,"Columbus, OH",https://aracripizza.com/,undefined,CLAIMED
Jasper's Giant Hamburgers,,(916)966-6075,"Fair Oaks, CA",https://jaspershamburgers.com/,Restaurants,CLAIMED
Chicken Salad Chick,,(770) 667-5459,"Alpharetta, GA",https://www.chickensaladchick.com/,undefined,CLAIMED
JJ FISH & CHICKEN,,(708)924-0158,"Justice, IL",https://jjfishchicken.com/,Seafood Restaurants,CLAIMED
Blessed Hands Catering Crew LLC,,8034311829,"Rock Hill, SC",https://blessedhandscatering.com/,Caterers,CLAIMED
Royal House,,5045282601,"New Orleans, LA",https://royalhouse.com/,Seafood Restaurants,CLAIMED
Huong Lan,,(859)221-8000,"Fresno, CA",https://huonglan.com/,undefined,CLAIMED
La Parroquia Mexican Pancake House and Cuisine,,(224) 662-4903,"Lake Zurich, IL",https://laparroquia.com/,undefined,CLAIMED
TRIA - Inspired American Cuisine,,313-253-4475,"Dearborn, MI",https://triarestaurant.com/,undefined,CLAIMED
My Hot Lunchbox LLC,,888-894-8295,"Apex, NC",https://myhotlunchbox.com/,undefined,CLAIMED
Boardwalk Fresh Burgers And Fries,,8564822324,"Maple Shade, NJ",https://boardwalkfresh.com/,undefined,CLAIMED
The Cuisine Machine,,8133087660,"Gibsonton, FL",https://thecuisinemachine.com/,Caterers,CLAIMED
Motherlode Cafe & Tavern,,(720) 704-2306,"Boulder, CO",https://motherlodetavern.com/,undefined,CLAIMED
The Modern Edge Events & Catering,,(720) 299-7638,"Broomfield, CO",https://modernedgeevents.com/,undefined,CLAIMED
Bombay's Indian Cuisine-T,,212-742-2222,"New York, NY",https://bombaysindian.com/,undefined,CLAIMED
Beans & Cornbread,,(248)208-1680,"Southfield, MI",https://beansandcornbread.com/,undefined,CLAIMED
Pipo's,,(727) 576-7476,"Saint Petersburg, FL",https://pipos.com/,undefined,CLAIMED
Dirty Dave's bar & grill,,(585)889-2043,"Scottsville, NY",https://dirtydaves.com/,undefined,CLAIMED
The Diplomat Tavern,,(626) 239-0100,"Monrovia, CA",https://diplomattavern.com/,Restaurants,CLAIMED
M & M Chicken & Fish,,(614) 252-3674,"Columbus, OH",https://mandmchicken.com/,undefined,CLAIMED
Novu Restaurant LLC,,9736943500,"Wayne, NJ",https://novurestaurant.com/,Restaurants,CLAIMED
Cafe Vin,,(254) 826-3011,"West, TX",https://cafevin.com/,undefined,CLAIMED
Mickey & Bill's Pizza,,3172416019,"Indianapolis, IN",https://mickeyandbills.com/,Pizza,CLAIMED
Pickett's Pub,,5152709806,"Johnston, IA",https://pickettspub.com/,Cocktail Lounges,CLAIMED
Jeremiahs Catering & Cooking Studio,,9738012010,"Lake Hiawatha, NJ",https://jeremiahs.com/,Caterers,CLAIMED
T-MANS BBQ,,(937)710-0360,"Sidney, OH",https://tmansbbq.com/,undefined,CLAIMED
Clarke's Standard,,706-850-5152,"Athens, GA",https://clarkestandard.com/,American Restaurants,CLAIMED
City Noodle and Grill,,951-302-8999,"Temecula, CA",https://citynoodle.com/,Thai Restaurants,CLAIMED
Maui Mike's,,8086225900,"Wahiawa, HI",https://mauimikes.com/,Contract Food Services,CLAIMED
Snap Kitchen,,(512) 383-5646,"Austin, TX",https://snapkitchen.com/,undefined,CLAIMED
Dragon Entertainment LLC,,(804)767-6168,"Richmond, VA",https://dragonentertainment.com/,undefined,CLAIMED
Bossy's Catering Service Inc,,5084782809,"Medway, MA",https://bossyscatering.com/,Caterers,CLAIMED
Red Vespa,,(319) 624-2080,"Solon, IA",https://redvespa.com/,Italian Restaurants,CLAIMED
Sandwich Express,,(516) 513-1181,"Plainview, NY",,undefined,CLAIMED
Aracri Pizzeria,,614-754-7925,"Columbus, OH",https://aracripizza.com/,undefined,CLAIMED
Jasper's Giant Hamburgers,,(916)966-6075,"Fair Oaks, CA",https://jaspershamburgers.com/,Restaurants,CLAIMED
Chicken Salad Chick,,(770) 667-5459,"Alpharetta, GA",https://www.chickensaladchick.com/,undefined,CLAIMED
JJ FISH & CHICKEN,,(708)924-0158,"Justice, IL",https://jjfishchicken.com/,Seafood Restaurants,CLAIMED
Blessed Hands Catering Crew LLC,,8034311829,"Rock Hill, SC",https://blessedhandscatering.com/,Caterers,CLAIMED
Royal House,,5045282601,"New Orleans, LA",https://royalhouse.com/,Seafood Restaurants,CLAIMED
Huong Lan,,(859)221-8000,"Fresno, CA",https://huonglan.com/,undefined,CLAIMED
La Parroquia Mexican Pancake House and Cuisine,,(224) 662-4903,"Lake Zurich, IL",https://laparroquia.com/,undefined,CLAIMED
TRIA - Inspired American Cuisine,,313-253-4475,"Dearborn, MI",https://triarestaurant.com/,undefined,CLAIMED
My Hot Lunchbox LLC,,888-894-8295,"Apex, NC",https://myhotlunchbox.com/,undefined,CLAIMED
Boardwalk Fresh Burgers And Fries,,8564822324,"Maple Shade, NJ",https://boardwalkfresh.com/,undefined,CLAIMED
The Cuisine Machine,,8133087660,"Gibsonton, FL",https://thecuisinemachine.com/,Caterers,CLAIMED
Motherlode Cafe & Tavern,,(720) 704-2306,"Boulder, CO",https://motherlodetavern.com/,undefined,CLAIMED
The Modern Edge Events & Catering,,(720) 299-7638,"Broomfield, CO",https://modernedgeevents.com/,undefined,CLAIMED
Bombay's Indian Cuisine-T,,212-742-2222,"New York, NY",https://bombaysindian.com/,undefined,CLAIMED
Beans & Cornbread,,(248)208-1680,"Southfield, MI",https://beansandcornbread.com/,undefined,CLAIMED
Pipo's,,(727) 576-7476,"Saint Petersburg, FL",https://pipos.com/,undefined,CLAIMED
Dirty Dave's bar & grill,,(585)889-2043,"Scottsville, NY",https://dirtydaves.com/,undefined,CLAIMED
The Diplomat Tavern,,(626) 239-0100,"Monrovia, CA",https://diplomattavern.com/,Restaurants,CLAIMED
Mirabella Italian Cuisine & Bar,,773-463-1962,"Chicago, IL",https://mirabella.com/,Italian Restaurants,CLAIMED
Salvanica Restaurant,,(909) 980-8444,"Rancho Cucamonga, CA",https://salvanica.com/,undefined,CLAIMED
Sarino,,(502) 822-3777,"Louisville, KY",https://sarino.com/,undefined,CLAIMED
Pier 54,,4808200660,"Tempe, AZ",https://pier54.com/,Restaurants,CLAIMED
Joyce's Cafe,,,"Nashville, TN",,Restaurants,CLAIMED
Wilson's Kountry Kitchen,,9187726255,"Hulbert, OK",https://wilsonskountrykitchen.com/,American Restaurants,CLAIMED
Fairway Manor,,3155987000,"Fulton, NY",,Restaurants,CLAIMED
Bay 839 Pacific Island Grill,,(541) 265-2839,"Newport, OR",https://bay839.com/,Restaurants,CLAIMED
Trummer's on Main,,7032661623,"Clifton, VA",https://trummers.com/,Family Restaurants,CLAIMED
Hooker Tea Co,,(813) 443-5797,"Tampa, FL",https://hookertea.com/,undefined,CLAIMED
Capizzi's Pizza,,(760) 483-9220,"Cathedral City, CA",https://capizzis.com/,Pizza,CLAIMED
Afuga Coffee,,(510) 800-6853,"Walnut Creek, CA",https://afugacoffee.com/,undefined,CLAIMED
Sabroso Tripleton,,(757) 471-1839,"Virginia Beach, VA",https://sabrosotripleton.com/,undefined,CLAIMED
Gigis Super Braid Factory,,952-222-0961,"Minneapolis, KS",,Bars,CLAIMED
Desie's Greek Eats & Sweets,,949-287-8295,"Newport Beach, CA",https://desiesgreek.com/,Caterers,CLAIMED
Michael's Pizza,,(831) 476-0700,"Capitola, CA",https://michaelspizza.com/,undefined,CLAIMED
Pavel Studio,,(516) 595-5325,"Brooklyn, NY",,Bars,CLAIMED
Nothing,,,"Cordova, TN",,undefined,CLAIMED
"Perry Perk, L.L.C.",,(515) 897-8035,"Perry, IA",https://perryperk.com/,undefined,CLAIMED
Sutton Pub,,701-769-2575,"Sutton, ND",https://suttonpub.com/,Bars and Lounges,CLAIMED
Pizza Man,,(651) 455-8002,"Inver Grove Heights, MN",https://pizzaman.com/,undefined,CLAIMED
Sherman Station,,9204470581,"Adell, WI",,Saloons,CLAIMED
Cafe Twelve,,2024884113,"Washington, DC",https://cafe12.com/,Restaurants,CLAIMED
Ella Resturaunt + Bar,,(614) 855-4600,"New Albany, OH",https://ellarestaurant.com/,undefined,CLAIMED
The Courtyard Restaurant,,(423)245-5914,"Kingsport, TN",https://courtyardrestaurant.com/,undefined,CLAIMED
Pandorumskye Lounge,,9403720401,"Gainesville, TX",,Night Clubs,CLAIMED
The Grill Restaurant & Bar,,(248)334-3900,"Sylvan Lake, MI",https://thegrillrestaurant.com/,American Restaurants,CLAIMED
Village Kitchen,,2606659053,"Angola, IN",https://villagekitchen.com/,undefined,CLAIMED
Eight K,,(970)923-8000,"Snowmass Village, CO",https://eightk.com/,Restaurants,CLAIMED
Patagonia Nahuen Cafe,,9542714448,"Hollywood, FL",https://patagonianahuen.com/,Cafes,CLAIMED
Migs of newberry,,8033216221,"Newberry, SC",https://migsofnewberry.com/,undefined,CLAIMED
Eat Local Eat Natural LLC,,7349969000,"Ann Arbor, MI",https://eatlocaleatnatural.com/,Restaurants,CLAIMED
Dos Caminos,,(212) 294-1000,"New York, NY",https://doscaminos.com/,undefined,CLAIMED
The Garlic Knot Pizzeria & Restaurant,,570-636-3111,"Freeland, PA",https://garlicknot.com/,undefined,CLAIMED
Jack's,,(662) 286-2580,"Corinth, MS",https://jacksrestaurant.com/,Restaurants,CLAIMED
Castletown Geoghegan,,(618) 233-4800,"Belleville, IL",https://castletowngeoghegan.com/,undefined,CLAIMED
"Support Our Troops, Dawg!",,352-214-8301,"Gainesville, FL",,undefined,CLAIMED
Jean-Kay's Pasties & Subs,,9062285310,"Marquette, MI",https://jeankays.com/,Restaurants,CLAIMED
Crown Of India Restaurant,,,"Plainsboro, NJ",,Indian Restaurants,CLAIMED
Jimmie Lee's Bar & Grill,,(309) 523-9409,"Port Byron, IL",https://jimmielees.com/,undefined,CLAIMED
Scrambles Cafe Etc,,9419666347,"Sarasota, FL",https://scramblescafe.com/,undefined,CLAIMED
Doll's Place,,,"New Brunswick, NJ",,Restaurants,CLAIMED
El Mexicam,,7079645780,"Fort Bragg, CA",,Mexican Restaurants,CLAIMED
Closed Franchise X,,630-880-5188,"Lemont, IL",,Pizza,CLAIMED
Cellar,,6416730264,"Oskaloosa, IA",,Drinking Places,CLAIMED
Crick Water Grill,,(307) 358-2600,"Douglas, WY",,undefined,CLAIMED
Karl's Kitchen LLC,,5736310570,"Sainte Genevieve, MO",https://karlskitchen.com/,Restaurants,CLAIMED
Stewart's Catering,,8609703030,"Berlin, CT",https://stewarts.com/,Caterers,CLAIMED
Keming Fine Chinese Cuisine,,(201) 482-1404,"Hoboken, NJ",https://kemingfine.com/,Chinese Restaurants,CLAIMED
Grab It To Go,,(616)536-1650,"Grand Rapids, MI",https://grabitto.go/,undefined,CLAIMED
Bubba's Pub,,2058539922,"Birmingham, AL",,Drinking Places,CLAIMED
Create Cafe,,5202983421,"Tucson, AZ",,Cafeterias,CLAIMED
C N F Inc,,4122760788,"Carnegie, PA",,Chain Fast Food Restaurants,CLAIMED
Surf City,,(920) 230-7468,"Oshkosh, WI",https://surfcity.com/,undefined,CLAIMED
BARES FAMILY CAFE,,423-252-0156,"Athens, TN",,Restaurants,CLAIMED
Lucille's Smokehouse BBQ,,(714)259-1227,"Tustin, CA",https://lucilles.com/,undefined,CLAIMED
Roma's Pizzeria & Restaurant,,(269) 471-7754,"Berrien Springs, MI",https://romaspizza.com/,undefined,CLAIMED
G Worthy's Bar & Grill,,614-505-7793,"Worthington, OH",https://gworthy.com/,Grills (Eating Places),CLAIMED
Graze Restaurant,,5123911850,"Austin, TX",https://grazerestaurant.com/,Restaurants,CLAIMED
Room Forty,,3232544100,"Los Angeles, CA",https://roomforty.com/,Caterers,CLAIMED
Niu Armenian Grill,,(847) 329-4200,"Skokie, IL",https://niuarmeniangrill.com/,Restaurants,CLAIMED
Build A Body Smoothie & Juice Bar LLC,,2299213127,"Moultrie, GA",,Frozen Yogurt Stands,CLAIMED
Ciones,,(520) 762-5800,"Vail, AZ",https://ciones.com/,undefined,CLAIMED
Manhattan Deli,,4023469764,"Omaha, NE",https://manhattandelis.com/,Delicatessens,CLAIMED
Annes Quality Catering,,9785625380,"Hudson, MA",https://annesquality.com/,Caterers,CLAIMED
streets' mart,,,"Salt Lake City, UT",,Caterers,CLAIMED
Jerzees,,(859) 353-5908,"Richmond, KY",https://jerzees.com/,undefined,CLAIMED
Carlo's Copa Room Italian Restaurant & Catering,,9138255200,"Lenexa, KS",https://carloscopa.com/,Italian Restaurants,CLAIMED
jhgioeur=,,,"Manchester, CT",,Caterers,CLAIMED
Kayo's Dinner House & Lounge,,541-323-2520,"Bend, OR",https://kayosdinner.com/,Restaurants,CLAIMED
"Antelope Valley Restaurants, Inc",,(661) 266-1251,"Quartz Hill, CA",,fast food hamburgers,CLAIMED
Andies Restaurant At Smith's,,(518) 251-2363,"North Creek, NY",,undefined,CLAIMED
Lion's Den Ii Resturant & Lounge,,7278233541,"Saint Petersburg, FL",https://lionsdenii.com/,Restaurants,CLAIMED
Casablanca Rooftop Lounge,,(480) 290-5272,"Scottsdale, AZ",https://casablancarooftop.com/,Cocktail Lounges,CLAIMED
Darren's Pub,,2708272206,"Henderson, KY",,Pubs,CLAIMED
New York Pizza & Sports Bar,,(407) 847-4992,"Kissimmee, FL",https://newyorkpizzasportsbar.com/,undefined,CLAIMED
Creo's Southern Grill,,(424) 543-7035,"Beverly Hills, CA",https://creosoutherngrill.com/,Caterers,CLAIMED
Applebee's Neighborhood Grill,,7329579400,"Middletown, NJ",https://www.applebees.com/,Chain Family Restaurants,CLAIMED
HavanaEats Cuban Cuisine,,7867322912,"Miami, FL",https://havanaeats.com/,Restaurants,CLAIMED
Galley Girl Gourmet,,781 5880030,"Kingston, MA",,undefined,CLAIMED
Prohibition Savannah,,(912) 200-9255,"Savannah, GA",https://prohibitionsavannah.com/,Restaurants,CLAIMED
Classic Caterers and Rent-a-Chef,,1-877-226-1107,"Salem, VA",https://classiccaterers.com/,undefined,CLAIMED
The Pickwickian Tavern and Smokery,,(856) 212-3205,"Buena Vista Township, NJ",https://pickwickiantavern.com/,Restaurants,CLAIMED
Croque Famous Sandwiches,,(480) 607-1285,"Scottsdale, AZ",https://croquefamoussandwiches.com/,undefined,CLAIMED
New York NY Fresh Deli,,5017641084,"Conway, AR",,Delicatessens,CLAIMED
Tipitapa Grill,,(305) 223-0100,"Miami, FL",https://tipitapagrill.com/,undefined,CLAIMED
Jack's,,(256)828-1930,"Meridianville, AL",https://jacksrestaurant.com/,Restaurants,CLAIMED
17th&Ocean,,617-433-8274,"Pembroke, MA",,undefined,CLAIMED
Bloodhound Brew,,4075785711,"Orlando, FL",https://bloodhoundbrew.com/,American Restaurants,CLAIMED
Tortas Las Glorias No 4,,9094670690,"Ontario, CA",https://tortaslasglorias.com/,Mexican Restaurants,CLAIMED
5 Loaves Eatery,,773 891 2889,"Chicago, IL",https://5loaveseatery.com/,undefined,CLAIMED
Vince's Pizza,,6083624624,"Beloit, WI",https://vincespizza.com/,Independent Pizzerias,CLAIMED
Great Links Brewhouse & Grill,,7028773647,"Las Vegas, NV",https://greatlinks.com/,Diners,CLAIMED
Party Panache,,6144062249,"Dublin, OH",https://partypanache.com/,Caterers,CLAIMED
Shishka Labanese Grill,,(954)943-2999,"Pompano Beach, FL",https://shishkalabanese.com/,undefined,CLAIMED
Cakes by rumy,,8189860367,"Sherman Oaks, CA",,Restaurants,CLAIMED
Desi Deli & Halal Meat Corp,,7188497500,"South Richmond Hill, NY",https://desidelis.com/,Delicatessens,CLAIMED
Bravo! Cucina Italiana,,4124611444,"Homestead, PA",https://bravoitalian.com/,Italian Restaurants,CLAIMED
Trolleys Bistro,,5703433000,"Scranton, PA",https://trolleysbistro.com/,Restaurants,CLAIMED
Dickey's,,9725849099,"Duncanville, TX",https://www.dickies.com/,Steak and Barbecue Restaurants,CLAIMED
A&W All-American Food,,(734) 242-3330,"Monroe, MI",https://www.aw.com/,Drive-In Restaurants,CLAIMED
Rib Tips & Catering,,5125696495,"Killeen, TX",https://ribtips.com/,Restaurants,CLAIMED
Yamada Teriyaki,,2065750741,"Tukwila, WA",https://yamadateriyaki.com/,Japanese Restaurants,CLAIMED
Macdonald's Almanac Distributors Inc,,(607) 722-3877,"Binghamton, NY",,undefined,CLAIMED
Too Fat Sandwiches,,6613243567,"Bakersfield, CA",,Sandwiches,CLAIMED
Florida Caterers,,561-684-6335,"Lantana, FL",https://floridacaterers.com/,undefined,CLAIMED
Pizza 1,,973-835-1600,"Haskell, NJ",https://pizza1.com/,undefined,CLAIMED
Sapphire Las Vegas Promotion,,(702)683-7326,"Las Vegas, NV",https://sapphirelv.com/,Night Clubs,CLAIMED
Bell's Greek Pizza,,(517) 332-0858,"East Lansing, MI",https://bells.greekpizza.com/,Pizza,CLAIMED
Dickey's,,3178397100,"Plainfield, IN",https://www.dickies.com/,Steak and Barbecue Restaurants,CLAIMED
Oaki Steakhouse,,954-533-4218,"Fort Lauderdale, FL",https://oakisteakhouse.com/,Restaurants,CLAIMED
Ikes Quarter Cafe,,5302656138,"Nevada City, CA",https://ikesquartercafe.com/,Restaurants,CLAIMED
Hibachi Of Fox Run,,3028362498,"Bear, DE",,Japanese Restaurants,CLAIMED
Crabbie Mike's BBQ,,(765) 884-0000,"Fowler, IN",https://crabbiemikes.com/,undefined,CLAIMED
Stephanie Satisfying Delights In-Home Personal Chef/ Catering,,757-275-6942,"Portsmouth, VA",https://stephaniesatisfying.com/,undefined,CLAIMED
Casa Mia Trattoria & Pizzeria,,(561) 972-6888,"Jupiter, FL",https://casamiatrattoria.com/,undefined,CLAIMED
Branding Iron Bar-B-Q & Steak House,,(909)849-7349,"Yulee, FL",https://brandingironbbq.com/,undefined,CLAIMED
Hungry Howie's,,9893581040,"Alpena, MI",https://www.hungryhowies.com/,Pizza,CLAIMED
Josies LLC,,,"Luling, LA",,undefined,CLAIMED
San Diego Catering Connection,,858-864-8304,"Solana Beach, CA",https://sandiegocatering.com/,Caterers,CLAIMED
16 Prospect Wine Bar & Bistro,,,"Westfield, NJ",,Restaurants,CLAIMED
Capitol Garage,,9164443633,"Sacramento, CA",,Coffee Shops,CLAIMED
Contemporary Catering,,3105588190,"Encino, CA",https://contemporarycatering.com/,Caterers,CLAIMED
Cite,,(312) 644-4050,"Chicago, IL",https://citechicago.com/,American Restaurants,CLAIMED
Checkers Old Munchen,,,"Pompano Beach, FL",,undefined,CLAIMED
Cocca's Pizza,,3307261669,"Boardman, OH",https://coccas.com/,Pizza,CLAIMED
Taco Rio,,3162649252,"Wichita, KS",https://tacorio.com/,Independent Fast-Food Restaurants,CLAIMED
"NAJLA HALAL SOUL FOOD SERVICES, LLC",,609-377-7940,"Sicklerville, NJ",https://najlahalal.com/,Caterers,CLAIMED
Tasty Thai Restaurant,,6503408424,"San Mateo, CA",https://tastythai.com/,Thai Restaurants,CLAIMED
Orzel Deli,,5705796199,"Stroudsburg, PA",https://orzelde.com/,Delicatessens,CLAIMED
LA Parrilla Mexican Restaurant,,4046039091,"Atlanta, GA",https://laparrillamexican.com/,Mexican Restaurants,CLAIMED
Dickey's,,8019214106,"West Jordan, UT",https://www.dickies.com/,Steak and Barbecue Restaurants,CLAIMED
Lafayette Cafe Of Holyoke Inc,,4133153079,"Holyoke, MA",,Cafes,CLAIMED
Bravo! Cucina Italiana,,5018212485,"Little Rock, AR",https://bravoitalian.com/,undefined,CLAIMED
Sam's Burgers Cafe,,323-564-1383,"South Gate, CA",,undefined,CLAIMED
Dan's Pool Catering,,6234659855,"Phoenix, AZ",,Restaurants,CLAIMED
"Harway PIZZA ,GYRO , FALAFEL ,BURGER,KABOB,SALAD",,(718) 449-5500,"Brooklyn, NY",,undefined,CLAIMED
Duffy's of Boca,,(561) 869-0552,"Boca Raton, FL",https://duffysboca.com/,undefined,CLAIMED
Mc Donald's,,9195634320,"Mebane, NC",https://www.mcdonalds.com/,Chain Fast Food Restaurants,CLAIMED
Hughes Food Company,,(567) 525-9165,"Fostoria, OH",,"homemade cookies, cakes, and otehr items",CLAIMED
Wild Wings Cafe,,3256432802,"Brownwood, TX",,Cafes,CLAIMED
Fiddleheads Restaurant,,,"Jamesburg, NJ",,American Restaurants,CLAIMED
